AirToxicsCancerRiskNATACancerRisk,AirToxicsCancerRiskNationalAverage,AirToxicsCancerRiskPercentile,AirToxicsCancerRiskPercentile_OLD,CancerPrevalence,CancerPrevalenceNationalAverage,CancerPrevalencePercentile,City,CountyFIPSCode,CountyFIPSCode_text,CountyorParish,ECHOLink1,EPAFRSID1,EstimatedPopulationwithin3miles,FacilityDescription,GHGRPID1,GHGRPLink,Latitude,LinktoEJSCREENReport,Location,Longitude,PercentLow-IncomeNationalAverage,PercentLow-IncomePercentile,PercentLow-Incomewithin3miles,PercentPeopleofColorNationalAverage,PercentPeopleofColorPercentile,PercentPeopleofColorwithin3miles,PercentPeopleover64YearsOldwithin3miles,Percentover64YearsOldNationalAverage,Percentover64YearsOldPercentile,Percentunder5YearsOldNationalAverage,Percentunder5YearsOldPercentile,Percentunder5YearsOldwithin3miles,PlasticsInventory,PrimaryNAICSCode,Published,ResearchNotes,State,StateFacilityIDNumbers,StreetAddress,ZIPCode,created_by,facility_name,id,id_qaqc,modified_by,xata,PrimarySICCode,ECHOLink2,EPAFRSID2,FacilityFootprint,EPAFRSID3,GHGRPID2,PlasticsInventory_ToAdd
20.0,25.0,5.0,,8.1,6.4,85.0,Hennepin,,17155,Putnam County,,,1196.0,"The Marquis Hennepin SAF Facility is a proposed sustainable aviation fuel (SAF) production facility in Putnam County, Illinois. The plant would have the capacity to produce 120 million gallons per year of SAF using ethanol. Marquis plans to use carbon capture to reduce greenhouse gas emissions from the plant.",,,41.260822,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-89.329573,%22y%22:41.260822,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-89.329573,30.0,33.0,18.0,40.0,25.0,12.0,17.0,18.0,53.0,5.0,42.0,4.0,,,True,"https://marquisinc.com/2022/02/10/lanzajet-and-marquis-sustainable-aviation-fuel-saf-partner-to-build-an-integrated-sustainable-fuels-plant-in-illinois/
location estimated at Marquis Industrial Complex",IL,,10000 Marquis Drive,61327,CM,Marquis Hennepin SAF Facility,rec_cnu9b5f86209t9q4ibo0,7444,CM,"{'createdAt': '2024-03-21T20:16:21.035771Z', 'updatedAt': '2024-12-04T17:48:48.817715Z', 'version': 241}",,,,,,,
,,,,,,,TBD,,,,,,,The VertiBlue Florida SAF Facility is a proposed sustainable aviation fuel (SAF) production facility in Florida. The facility would produce up to 70 million gallons of SAF each year from sugarcane ethanol.,,,,,,,,,,,,,,,,,,,,,True,"https://www.vertimass.com/news-release-blue-biofuels-and-vertimass-forge-partnership-to-start-production-of-sustainable-aviation-fuel/
location TBD",FL,,,,CM,VertiBlue Florida SAF Facility,rec_cnu9q770tme4jkbe58bg,7445,CM,"{'createdAt': '2024-03-21T20:48:28.912386Z', 'updatedAt': '2024-04-08T17:55:36.249439Z', 'version': 3}",,,,,,,
30.0,25.0,52.0,,6.9,6.4,60.0,Magee,,28127,Simpson County,https://echo.epa.gov/detailed-facility-report?fid=110038355785,110038355785.0,954.0,"The MS Hub Storage Facility (MS Hub) is an underground natural gas storage facility located in Simpson County, Mississippi, with operations extending into Covington and Jefferson Davis Counties. The MS Hub utilizes salt cavern storage situated in the Bond Salt Dome. The hub is owned by Sempra, a utility company.",,,31.78126013,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-89.76463327,%22y%22:31.78126013,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-89.76463327,30.0,66.0,37.0,40.0,55.0,36.0,14.0,18.0,42.0,5.0,30.0,3.0,,,True,"https://www.sempra.com/asset/mississippi-hub#:~:text=Sempra's%20Mississippi%20Hub%20Storage%20is,Dome%20in%20Simpson%20County%2C%20Mississippi.",MS,,,39119,LM,MS Hub Storage Facility,rec_cnuv33quegi6aeouvtsg,7446,CM,"{'createdAt': '2024-03-22T21:01:03.781672Z', 'updatedAt': '2024-12-04T17:48:48.977836Z', 'version': 246}",,,,,,,
53.0,25.0,94.0,,4.2,6.4,11.0,Pasadena,,48201,Harris County,,,50181.0,"Project Traveler is an ethylene-to-alkylate plant in Harris County, Texas. It produces high octane alkylate for sale to the gasoline blending market. The addition of alkylate to gasoline increases the pressure the fuel can withstand before igniting. ",,,29.726062,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-95.172521,%22y%22:29.726062,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-95.172521,30.0,80.0,49.0,40.0,87.0,87.0,8.0,18.0,16.0,5.0,81.0,9.0,,,True,https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=257441472020041,TX,RN110958659,,77042,CM,Project Traveler,rec_co0pgqv5etvo9l8p2ckg,7447,CM,"{'createdAt': '2024-03-25T15:29:47.482774Z', 'updatedAt': '2024-12-04T17:48:49.12884Z', 'version': 292}",,,,,,,
,,,,,,,TBD,,,,,,,"The Orsted Star E-Methanol Facility is a proposed methanol production facility on the Texas Gulf Coast. The facility would use captured carbon dioxide from a nearby industrial facility to produce up to 300,000 metric tons of methanol per year which would be used to power 19 ships for Maersk, a container logistics company. ",,,,,,,,,,,,,,,,,,,,,True,"https://us.orsted.com/renewable-energy-solutions/power-to-x
https://www.energy.gov/oced/industrial-demonstrations-program-selections-award-negotiations-chemicals-and-refining#star
https://www.marinelog.com/news/orsteds-new-houston-office-will-include-support-for-p2x-projects/",TX,,,,CM,Orsted Star E-Methanol Facility,rec_co1eipce45k43if61bk0,7448,CM,"{'createdAt': '2024-03-26T15:27:33.262946Z', 'updatedAt': '2024-04-08T17:55:36.548486Z', 'version': 5}",,,,,,,
,,,,,,,,,,,,,,"The Blue Blade Energy SAF Plant is a proposed sustainable aviation fuel (SAF) plant in the Midwest. The plant is a joint venture between United Airlines, Tallgrass, and Green Plains Inc. The plant would provide SAF to fuel flights between United's hub airports in Chicago and Denver. ",,,,,,,,,,,,,,,,,,,,,True,"https://www.united.com/en/us/newsroom/announcements/cision-125256
https://s201.q4cdn.com/120229500/files/doc_news/2022/09/Green-Plains-Tallgrass-and-PNNL-Awarded-DOE-Funding-for-Sustainable-Aviation-Fuel-Technology.pdf",TBD,,,,CM,Blue Blade Energy SAF Plant,rec_co23bgp3nfhigjmk8210,7449,CM,"{'createdAt': '2024-03-27T15:05:39.857188Z', 'updatedAt': '2024-04-08T17:55:36.642044Z', 'version': 3}",,,,,,,
,,,,,,,Port Lavaca,,48057,Calhoun County,,,,"The New Energy Chemicals Port Lavaca Plant is a proposed chemical production facility in Calhoun County, Texas. The facility would receive ethanol from New Energy Chemicals' biomass refinery in Mason City, Iowa and produce sustainable aviation fuel and bio-based ethylene.",,,,,,,,,,,,,,,,,,,,,True,"https://www.chemanalyst.com/NewsAndDeals/NewsDetails/new-energy-chemicals-to-supply-ethylene-for-dow-plastic-solutions-25936
https://newenergyblue.com/",TX,,TBD,77979,CM,New Energy Chemicals Port LaVaca Plant,rec_co24ejood2agga7fcoeg,7450,CM,"{'createdAt': '2024-03-27T16:20:31.557137Z', 'updatedAt': '2024-04-16T17:49:08.315483Z', 'version': 9}",,,,,,,
30.0,25.0,52.0,,7.8,6.4,78.0,Natchez,,28001,Adams County,,,6272.0,"The Bayou Fuels Natchez Plant is a proposed sustainable aviation fuel (SAF) production facility in Adams County, Mississippi. The plant would produce SAF using woody biomass waste and sell it to Southwest Airlines and IAG/British Airways. Bayou Fuels plans to capture carbon dioxide produced at the plant to reduce its carbon footprint.",,,31.53252,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-91.439312,%22y%22:31.53252,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-91.439312,30.0,74.0,43.0,40.0,58.0,41.0,29.0,18.0,87.0,5.0,36.0,3.0,,,True,"location estimated from map provided here: https://velocys.com/projects/bayou-fuels/
https://www.bayoufuels.com/facility/",MS,,,39120,CM,Bayou Fuels Natchez Plant,rec_co26rb1nqjsvgdlr6oug,7451,CM,"{'createdAt': '2024-03-27T19:04:12.372218Z', 'updatedAt': '2024-12-04T17:48:49.282309Z', 'version': 259}",,,,,,,
35.0,25.0,52.0,,6.4,6.4,47.0,Mansfield,,22031,DeSoto Parish,,,243.0,"The Battlefield Gas Plant is a natural gas treatment plant in DeSoto Parish, Louisiana. It processes natural gas from nearby wells before compressing it for transport.",,,31.965061,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.674139,%22y%22:31.965061,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-93.674139,30.0,85.0,55.0,40.0,74.0,64.0,18.0,18.0,56.0,5.0,67.0,7.0,,,True,,LA,168425,,71052,CM,Battlefield Gas Plant,rec_co3ghpe3ktn6vflse4p0,7452,CM,"{'createdAt': '2024-03-29T18:31:01.197536Z', 'updatedAt': '2024-12-04T17:48:49.409468Z', 'version': 240}",,,,,,,
,,,,,,,,,12005,Bay County,,,,"The Florida Regional DAC Hub is a proposed direct air capture facility located in northwestern Florida in Bay County. Carbon America is collaborating with the University of Illinois at Urbana-Champaign and other technology partners to explore the feasibility of capturing at least 50,000 metric tons of CO2 per year. In August 2023, the project was awarded up to $2.8 million in federal funding by the Department of Energy. While the project is expected to integrate a regional carbon storage hub, the <a href=""https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and"">DOE announcement</a> mentions the possibility of partnering with companies seeking to utilize CO2 in industrial processes. ",,,,,,,,,,,,,,,,,,,,,True,https://www.carbonamerica.com/fldac,FL,,,,Preet Bains,Florida Regional DAC Hub,rec_co6pcnd0kk3llp43146g,7453,Preet Bains,"{'createdAt': '2024-04-03T17:48:13.841906Z', 'updatedAt': '2024-04-16T17:49:08.999565Z', 'version': 14}",,,,,,,
,,,,,,,,,,Unknown County,,,,"The Colorado Regional DAC Hub is a proposed direct air capture facility located near Pueblo, Colorado. Carbon America is collaborating with the University of Illinois at Urbana-Champaign and other technology partners to explore the feasibility of capturing at least 50,000 metric tons of CO2 per year. In August 2023, the project was awarded up to $3 million in federal funding by the Department of Energy. While the project is expected to integrate a regional carbon storage hub, the <a href=""https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and"">DOE announcement</a> mentions the possibility of partnering with companies seeking to utilize CO2 in industrial processes. ",,,,,,,,,,,,,,,,,,,,,True,https://www.carbonamerica.com/codac,CO,,,,Preet Bains,Colorado Regional DAC Hub,rec_co6qoml0kk3llp4314k0,7454,Preet Bains,"{'createdAt': '2024-04-03T19:22:02.354516Z', 'updatedAt': '2024-06-04T19:52:34.687067Z', 'version': 10}",,,,,,,
,,,,,,,,,06029,Kern County,,,,"The proposed Aera Direct Air Capture Hub is located in Kern County, California, at the Belridge oil field. The Hub would capture carbon emissions from the atmosphere and sequester them nearby at Aera Energy's CarbonFrontier storage hub. In August 2023, the U.S. Department of Energy <a href=""https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and"">awarded</a> up to $4.5 million to Aera Federal, along with partners Batelle, Mosaic Materials, and Carbon Capture, for a feasibility study.",,,,,,,,,,,,,,,,,,,,,True,"https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and
https://www.aeraenergy.com/aera-dac-feasability/",CA,,,,PB,Aera Direct Air Capture Hub,rec_co6tbjvdpr51nree0nsg,7455,,"{'createdAt': '2024-04-03T22:18:55.924171Z', 'updatedAt': '2024-04-16T17:49:09.241835Z', 'version': 9}",,,,,,,
,,,,,,,,,,Unknown,,,,"ASRC Energy Services is conducting a pre-feasibility study for a potential direct air capture facility in Alaska. The company is currently evaluating locations in the North Slope, the Interior (Fairbanks), and/or South Central (Anchorage, Kenai Peninsula, Mat-Su). The study will also review existing technologies and identify potential modifications required to operate in the Arctic. In August 2023, the project <a href=""https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and"">was selected by the Department of Energy</a> to receive up to $3 million in federal funding.",,,,,,,,,,,,,,,,,,,,,True,"https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and
https://www.akleg.gov/basis/get_documents.asp?session=33&docid=28089",AK,,,,PB,Arctic Direct Air Capture Hub,rec_co7f6e7dpr51nree5u70,7456,PB,"{'createdAt': '2024-04-04T18:36:40.463589Z', 'updatedAt': '2024-08-29T19:37:21.584851Z', 'version': 6}",,,,,,,
30.0,25.0,52.0,,7.3,6.4,68.0,Mentone,,48301,Loving County,,,27.0,"The Enterprise Mentone West Gas Plant is a gas processing plant in Loving County, Texas. This facility and the Mentone Gas Plant nearby make up a larger gas processing complex.",,,31.783781,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-103.64504,%22y%22:31.783781,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-103.64504,30.0,12.0,7.0,40.0,12.0,5.0,35.0,18.0,93.0,5.0,99.0,24.0,,,True,https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=278479172024009,TX,RN111873873,,79754,CM,Enterprise Mentone West Gas Plant,rec_co7g0ht0kk3llp434ik0,7457,CM,"{'createdAt': '2024-04-04T19:32:23.239506Z', 'updatedAt': '2024-12-04T17:48:49.567896Z', 'version': 100}",,,,,,,
,,,,,,,,,,Unknown County,,,,"The Illinois Basin Regional DAC Hub is a proposed direct air capture facility located in Illinois (the exact location has not yet been announced). The University of Illinois at Urbana-Champaign and other technology partners are exploring the feasibility of capturing at least 50,000 metric tons of CO2 per year. In August 2023, the project was awarded up to $3 million in federal funding by the Department of Energy. While the project is expected to store the carbon dioxide underground, the <a href=""https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and"">DOE announcement</a> mentions the possibility of partnering with companies seeking to utilize CO2 in industrial processes. ",,,,,,,,,,,,,,,,,,,,,True,"https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and
https://prairie.illinois.edu/features/evolving-energy/#:~:text=The%20Illinois%20Basin%20Regional%20DAC,of%20CO2%20per%20year.",IL,,,,PB,Illinois Basin Regional DAC Hub,rec_co7gag63ktn6vflsiisg,7458,PB,"{'createdAt': '2024-04-04T19:53:36.745383Z', 'updatedAt': '2024-08-29T19:37:24.674104Z', 'version': 7}",,,,,,,
,,,,,,,,,06029,Kern County,,,,"Chevron is proposing to build a direct air capture facility in the San Joaquin Valley in Central California. This project builds on other low-carbon technology pilots and proposed projects planned at Chevron's assets in the Valley. In August 2023, the Department of Energy <a href=""https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and"">awarded</a> the project $3 million for a feasibility study.",,,,,,,,,,,,,,,,,,,,,True,"https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and
https://energycapitalhtx.com/doe-direct-air-capture-project",CA,,,,PB,Western Regional Direct Air Capture Hub,rec_co7h23e3ktn6vflsiiv0,7459,PB,"{'createdAt': '2024-04-04T20:43:57.537648Z', 'updatedAt': '2024-08-30T03:00:17.1201Z', 'version': 11}",,,,,,,
,,,,,,,,,"48291, 48199","Liberty County, Hardin County",,,,"General Electric is proposing to build a direct air capture facility in the greater Houston Area, at the Pineywoods CCS Hub. It would be capable of removing 1 million metric tons of CO2 from the atmosphere annually using renewable or nuclear energy. The CO2 could be stored underground or utilized. In August 2023, the Department of Energy <a href=""https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and"">selected the project</a> to receive $2.6 million in federal funding for a feasibility study.",,,,,,,,,,,,,,,,,,,,,True,"PB 4/4/24: DOE announcement says it will be located at the Tenaska hub (the Pineywood Hub most likely), so assuming the counties are the same https://www.energy.gov/fecm/project-selections-foa-2735-regional-direct-air-capture-hubs-topic-area-1-feasibility-and
",TX,,,,PB,Houston Area DAC Hub,rec_co7hgkt0kk3llp434ipg,7460,PB,"{'createdAt': '2024-04-04T21:14:59.678023Z', 'updatedAt': '2024-08-30T03:00:17.299113Z', 'version': 20}",,,,,,,
,,,,,,,,,48165,Gaines County,,,,"The proposed Orchard hub is located in Gaines County, Texas. The company has applied to construct 7 injection wells to store carbon dioxide underground.",,,,,,,,,,,,,,,,,,,,,True,applied for Class VI permits in early 2023 but has no website or press releases,TX,,,,PB,Orchard Carbon Storage Hub,rec_co7hu2t0kk3llp434iqg,7461,PB,"{'createdAt': '2024-04-04T21:43:39.920302Z', 'updatedAt': '2024-08-30T03:00:17.47194Z', 'version': 11}",,,,,,,
,,,,,,,,,48245,Jefferson County,,,,"ExxonMobil is proposing to build a carbon sequestration hub in Jefferson County, Texas. The Rose Carbon Storage Hub will have three injection wells used to store carbon underground.",,,,,,,,,,,,,,,,,,,,,True,"has applied for Class VI permits, but very little info publicly available",TX,,,,PB,ExxonMobil Rose Carbon Storage Hub,rec_co7id8ndpr51nree5umg,7462,PB,"{'createdAt': '2024-04-04T22:16:02.858572Z', 'updatedAt': '2024-08-30T03:00:17.628742Z', 'version': 20}",,,,,,,
,,,,,,,,,48167,Galveston County,,,,"The proposed West Bay Carbon Storage Hub is located in Galveston County, Texas, near Houston. In late 2023, BP applied for Class VI permits to construct and operate three carbon dioxide injection wells at the site.",,,,,,,,,,,,,,,,,,,,,True,"has applied for 3 Class VI permits

May be part of this collaboration between BP and Linde: https://www.bp.com/en/global/corporate/news-and-insights/press-releases/bp-and-linde-plan-major-ccs-project-to-advance-decarbonization-efforts-across-texas-gulf-coast.html",TX,,,,PB,BP West Bay Carbon Storage Hub,rec_coann3rc210rf7fd3vdg,13779,PB,"{'createdAt': '2024-04-09T17:31:59.45332Z', 'updatedAt': '2024-08-30T03:00:17.776153Z', 'version': 17}",,,,,,,
,,,,,,,,,,,,,,"In March 2024, Technip Energies and LanzaTech Global were <a href=""https://web.archive.org/web/20240415180735/https://ir.lanzatech.com/news-releases/news-release-details/technip-energies-and-lanzatech-selected-us-department-energy"">awarded</a> $200 million in Bipartisan Infrastructure Law and Inflation Reduction Act (IRA) funding by the U.S. Department of Energy to develop a technology that produces ethylene from captured carbon dioxide. The new technology would be integrated directly into existing ethane crackers, where it will capture CO2 emissions from the production process and convert the captured carbon into ""sustainable"" ethylene. Ethylene is a key ingredient in the manufacturing of plastics and chemicals. ",,,,,,,,,,,,,,,,,,,,,True,"https://ir.lanzatech.com/news-releases/news-release-details/technip-energies-and-lanzatech-selected-us-department-energy

https://web.archive.org/web/20240415180735/https://ir.lanzatech.com/news-releases/news-release-details/technip-energies-and-lanzatech-selected-us-department-energy",TBD,,,,AS,Technip/LanzaTech Decarbonized Ethylene Facility,rec_coemo2aata275dacv690,13795,AS,"{'createdAt': '2024-04-15T18:03:53.863956Z', 'updatedAt': '2024-04-16T02:53:38.154732Z', 'version': 3}",,,,,,,
,,,,,,,,,,,,,,"Orchard One is a proposed direct air capture and sequestration facility located in central Wyoming. Spiritus plans to capture up to 2 million tons of CO2 from the atmosphere each year using a proprietary technology that claims to use a  lower temperature than other DAC facilities while reducing costs to under $100 per ton. The captured carbon will be sequestered on-site by partner Casper Carbon Capture. If constructed, the facility will be the first of Spiritus's ""Carbon Orchard"" sites.",,,,,,,,,,,,,,,,,,,,,True,"https://www.energytech.com/energy-efficiency/article/21285044/spiritus-announces-direct-air-capture-carbon-orchard-in-wyoming-to-sequester-2-million-metric-tons-of-carbon-annually

https://www.spiritus.com/about",WY,,,,PB,Orchard One,rec_cofuu9aata275dad7rvg,13802,PB,"{'createdAt': '2024-04-17T15:47:49.06635Z', 'updatedAt': '2024-09-03T21:48:55.264104Z', 'version': 3}",,,,,,,
,,,,,,,,,22081,Red River Parish,,,,"The Magnolia Amine Plant is located in northwestern Louisiana, in Red River Parish. The plant uses an aqueous solution of amines to remove carbon dioxide and hydrogen sulfide from natural gas. Enable Midstream Partners is also planning to install carbon capture equipment at the facility, with the captured carbon dioxide sent off-site to a sequestration facility.",,,,,,,,,,,,,,,,,,,,,True,,LA,166214,4 Mi NE of Hall Summit,71034,PB,Magnolia Amine Plant,rec_cohe77iata275dad9780,13809,PB,"{'createdAt': '2024-04-19T21:35:26.614569Z', 'updatedAt': '2024-08-30T03:00:17.929161Z', 'version': 14}",,,,,,,
,,,,,,,Thomaston,,13293,Upson County,,,,"Brightmark's Thomaston Circularity Center is a proposed chemical recycling plant in Upson County, Georgia. It would process over 400,000 tons of used plastic products per year using pyrolysis, where plastics are melted down into fuel or ingredients used to manufacture new plastics. ",,,,,,,,,,,,,,,,,,,,,True,"AS 10/23/24 - updated facility name; https://thomastoncircularitycenter.com/

https://www.brightmark.com/newsroom/brightmark-announces-intent-to-invest-950-million-in-upson-county-georgia-to-tackle-plastic-pollution",GA,,,30286,CM,Brightmark Thomaston Circularity Center,rec_cok1d9rtfdt7sjsro7m0,13824,AS,"{'createdAt': '2024-04-23T20:14:31.794062Z', 'updatedAt': '2024-10-24T17:44:39.588025Z', 'version': 12}",,,,,,,
,25.0,,,,6.4,,Midkiff,,48461,Upton County,,,0.0,"The Targa Pembrook Gas Plant is a natural gas processing plant in Upton County, Texas. ",,,31.480419,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-101.835003,%22y%22:31.480419,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-101.835003,30.0,,,40.0,,,,18.0,,5.0,,,,211111,True,"https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=876394612001134
Pembrook 1 completed 2019",TX,RN100217314,,79778,CM,Targa Pembrook Gas Plant,rec_coq01ad2a4kmuolebidg,13855,CM,"{'createdAt': '2024-05-02T21:07:53.639014Z', 'updatedAt': '2024-12-04T17:48:49.771734Z', 'version': 72}",1311,,,,,,
20.0,25.0,5.0,,8.2,6.4,87.0,,,40113,Osage County,,,188.0,"The proposed NBU CCS site is located near CapturePoint's enhanced oil recovery field in Osage Nation territory, northwest of Tulsa, OK. The company plans to inject CO2 between 3,500 and 4,300 feet underground, underneath the oil field operations, for long-term geologic sequestration. The site has an estimated storage capacity of 100 million metric tons of CO2, and will store CO2 from a <a href=""https://www.capturepointllc.com/projects/oklahoma-carbon-hub"">sustainable aviation fuel production facility in Cherryvale, Kansas</a>.",,,36.8292741,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-96.7251231,%22y%22:36.8292741,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-96.7251231,30.0,58.0,32.0,40.0,34.0,18.0,22.0,18.0,71.0,5.0,79.0,8.0,,,True,,OK,,,,PB,CapturePoint North Burbank Unit CCS Site,rec_cp36eg77t72f60mi83l0,13894,PB,"{'createdAt': '2024-05-16T20:06:24.557516Z', 'updatedAt': '2024-12-04T17:48:49.945728Z', 'version': 86}",,,,,,,
20.0,25.0,5.0,,8.9,6.4,93.0,Texas City,,48167,Galveston County,,,1043.0,"Galveston LNG Bunker Port is a proposed natural gas liquefaction facility located on Shoal Point in Texas City, TX. The facility will have two natural gas liquefaction trains that will produce approximately 600,000 gallons of LNG per day to be used as marine fuel. ",,,28.765193,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-95.650717,%22y%22:28.765193,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-95.650717,30.0,71.0,41.0,40.0,50.0,32.0,34.0,18.0,92.0,5.0,16.0,1.0,,221210,True,"PB 5/24/24: updated coordinates from usace public notice

location estimated from map on website: https://www.galvestonlng.com/project",TX,RN111960100,,77590,PB,Galveston LNG Bunker Port,rec_cp37uttej513sn0127u0,13895,PB,"{'createdAt': '2024-05-16T21:49:43.419446Z', 'updatedAt': '2024-12-04T17:48:50.083624Z', 'version': 119}",1321,,,,,,
,,,,,,,,,48245,Jefferson,,,,"The Caliche Beaumont Sequestration Project is a proposed carbon sequestration hub in Jefferson County, Texas. In June 2023, Caliche Development Partners signed a lease agreement with the Beaumont City Council for 4,000 contiguous acres, an area that could hold an estimated 30 million metric tons of CO2. In exchange for the lease agreement, CDP will pay the city an estimated $24 million over the life of the project. CDP applied to construct three injection wells for long-term carbon storage in May 2024, but the captured carbon <a href=""https://www.beaumontbusinessjournal.com/news/council-approves-carbon-sequestration-project"">may also be used as a feedstock for various applications</a>.",,,,,,,,,,,,,,,,,,,,,True,"applied for class vi permits on 5/1/24, but docs not yet available",TX,,,,PB,Caliche Beaumont Sequestration Project,rec_cp3ooh0r94tkr6aast20,13925,PB,"{'createdAt': '2024-05-17T16:56:36.148259Z', 'updatedAt': '2024-08-30T03:00:18.470172Z', 'version': 8}",,,,,,,
,,,,,,,Pittsburgh,,42003,Allegheny,,,,"The PIT Hydrogen & SAF Hub is a proposed hydrogen and sustainable aviation fuel production facility at the Pittsburgh International Airport in Pittsburgh, Pennsylvania. The facility could produce up to 68,000 metric tons of hydrogen fuel or up to 70 million gallons of sustainable aviation fuel per year. It could also produce both fuels simultaneously, though at a lower rate. The facility would use both natural gas and fugitive methane escaping from coal mines, though the project <a href=""https://www.safpittsburgh.com/factsheet"">""hinges on federal tax credits""</a> for the use of fugitive coal methane.",,,,,,,,,,,,,,,,,,,,,False,"https://www.safpittsburgh.com/
https://investors.cnx.com/news-releases/2024/05-15-2024-114532918",PA,,,15231,KD,PIT Hydrogen & SAF Hub,rec_cp5p46vn1jkikfutr9jg,13941,KD,"{'createdAt': '2024-05-20T18:10:35.083743Z', 'updatedAt': '2024-08-30T03:00:18.62396Z', 'version': 17}",,,,,,,
,,,,,,,,,26101,Manistee County,,,,"The Brown 4 sequestration site is a proposed carbon sequestration facility in Manistee County, Michigan. Lambda Energy plans to sequester carbon from ethanol plants, cement plants, natural gas processing plants, and other industrial sources in the Niagaran Pinnacle Reefs, an underground hydrocarbon reservoir comprised of multiple compartmentalized ""reefs"" that can act like storage tanks. Lambda, the largest oil and gas producer in the state, will convert their legacy oil and gas-producing reefs for long-term carbon storage.",,,,,,,,,,,,,,,,,,,,,True,https://lambdaenergyllc.com/co2-sequestration,MI,,,,PB,Lambda Energy Brown 4 Sequestration Site,rec_cpd0gf7fsmalge2d8jig,13965,PB,"{'createdAt': '2024-05-31T17:26:20.232644Z', 'updatedAt': '2024-08-30T03:00:18.772113Z', 'version': 33}",,,,,,,
